AIRPORT_CODE,LATITUDE,LONGITUDE,DISPLAY_AIRPORT_NAME,STATE_NAME,STATE_CODE,COUNTRY_NAME,CITY_NAME
B21,45.08555556,-70.21638889,Sugarloaf Regional,Maine,ME,United States,Carrabassett
YTG,50.88333333,-126.8,Sullivan Bay Water Aerodrome,British Columbia,BC,Canada,Sullivan Bay
MSV,41.70166667,-74.795,Sullivan County International,New York,NY,United States,Monticello
SLR,33.15972222,-95.62111111,Sulphur Springs Municipal,Texas,TX,United States,Sulphur Springs
YSU,46.44055556,-63.83361111,Summerside Airport,Prince Edward Island,PE,Canada,Summerside
SC5,33.06222222,-80.28083333,Summerville Airport,South Carolina,SC,United States,Summerville
DE2,39.52111111,-75.72361111,Summit,Delaware,DE,United States,Middletown
UMM,63.33111111,-149.12888889,Summit Airport,Alaska,AK,United States,Summit
VWC,36.375,-86.40833333,Sumner County Regional,Tennessee,TN,United States,Gallatin
SUM,33.995,-80.36138889,Sumter Airport,South Carolina,SC,United States,Sumter
SUO,43.87638889,-121.45305556,Sunriver Airport,Oregon,OR,United States,Sunriver
NJ5,41.20027778,-74.62305556,Sussex Airport,New Jersey,NJ,United States,Sussex
YYN,50.2925,-107.69083333,Swift Current Airport,Saskatchewan,SK,Canada,Swift Current
YQY,46.16138889,-60.04805556,Sydney Airport,Nova Scotia,NS,Canada,Sydney
SYR,43.11111111,-76.10638889,Syracuse Hancock International,New York,NY,United States,Syracuse
CNW,31.63777778,-97.07416667,TSTC Waco,Texas,TX,United States,Waco
TIW,47.26805556,-122.57805556,Tacoma Narrows,Washington,WA,United States,Tacoma
ZTS,49.91694444,-126.65,Tahsis Airport,British Columbia,BC,Canada,Tahsis
TCT,62.99305556,-156.02972222,Takotna Airport,Alaska,AK,United States,Takotna
TKL,58.49,-133.94166667,Taku Seaplane Base,Alaska,AK,United States,Taku Lodge
TKA,62.32138889,-150.09277778,Talkeetna Airport,Alaska,AK,United States,Talkeetna
ASN,33.56944444,-86.05111111,Talladega Municipal,Alabama,AL,United States,Talladega
TLH,30.39666667,-84.35083333,Tallahassee International,Florida,FL,United States,Tallahassee
YYH,69.54666667,-93.57694444,Taloyoak Airport,Nunavut Territory,NU,Canada,Taloyoak
TPA,27.97555556,-82.53333333,Tampa International,Florida,FL,United States,Tampa
TSG,63.37416667,-143.32888889,Tanacross Airport,Alaska,AK,United States,Tanacross
TSM,36.45166667,-105.67305556,Taos Regional,New Mexico,NM,United States,Taos
YTQ,58.66777778,-69.95583333,Tasiujaq,Quebec,QC,Canada,Tasiujuaq
TLJ,62.895,-155.97805556,Tatalina LRRS,Alaska,AK,United States,Tatalina
TEK,60.8725,-146.69111111,Tatitlek Airport,Alaska,AK,United States,Tatitlek
TAV,-14.22916667,-169.51111111,Tau Airport,U.S. Pacific Trust Territories and Possessions,TT,United States,Tau
MA3,41.87444444,-71.01638889,Taunton Municipal King Field,Massachusetts,MA,United States,Taunton
TYZ,34.45277778,-110.115,Taylor Airport,Arizona,AZ,United States,Taylor
TWE,65.67916667,-164.79888889,Taylor Airport,Alaska,AK,United States,Taylor
WQN,37.35833333,-85.30944444,Taylor County,Kentucky,KY,United States,Campbellsville
MDF,45.10138889,-90.30027778,Taylor County,Wisconsin,WI,United States,Medford
A62,60.86777778,-157.39194444,Taylor Mountain,Alaska,AK,United States,Taylor Mountain Mine
ANC,61.17416667,-149.99805556,Ted Stevens Anchorage International,Alaska,AK,United States,Anchorage
TSP,35.135,-118.43916667,Tehachapi Municipal,California,CA,United States,Tehachapi
OQN,60.95527778,-153.9075,Telaquana Lake Airport,Alaska,AK,United States,Telaquana Lake
YBQ,48.98333333,-123.65,Telegraph Harbour Airport,British Columbia,BC,Canada,Telegraph Harbour
TLF,63.37888889,-153.28416667,Telida Airport,Alaska,AK,United States,Telida
TLA,65.24027778,-166.33944444,Teller Airport,Alaska,AK,United States,Teller
TEX,37.95388889,-107.90888889,Telluride Regional,Colorado,CO,United States,Telluride
TKE,57.71666667,-135.2,Tenakee Airport,Alaska,AK,United States,Tenakee
YXT,54.46861111,-128.57833333,Terrace Airport,British Columbia,BC,Canada,Terrace
YTJ,48.81333333,-87.09944444,Terrace Bay Airport,Ontario,ON,Canada,Terrace Bay
HUF,39.45055556,-87.30694444,Terre Haute Regional,Indiana,IN,United States,Terre Haute
TRL,32.70861111,-96.26722222,Terrell Municipal,Texas,TX,United States,Terrell
A30,57.96388889,-153.05833333,Terror Lake Airport,Alaska,AK,United States,Terror Lake
A42,70.35833333,-153.19666667,Teshepkuk Lake Airport,Alaska,AK,United States,Teshepkuk Lake
TEB,40.85,-74.06083333,Teterboro Airport,New Jersey,NJ,United States,Teterboro
TEH,63.12472222,-142.51861111,Tetlin Airport,Alaska,AK,United States,Tetlin
XWW,43.74277778,-111.09666667,Teton Peaks,Idaho,ID,United States,Driggs
YGB,49.69416667,-124.51777778,Texada Gillies Bay,British Columbia,BC,Canada,Gillies Bay
TXK,33.45361111,-93.99111111,Texarkana Regional-Webb Field,Arkansas,AR,United States,Texarkana
CID,41.88472222,-91.71083333,The Eastern Iowa,Iowa,IA,United States,Cedar Rapids/Iowa City
MTH,24.72611111,-81.05138889,The Florida Keys Marathon International,Florida,FL,United States,Marathon
ONL,42.46944444,-98.68777778,The O Neill Municipal-John L. Baker Field,Nebraska,NE,United States,O'Neill
YQD,53.97138889,-101.09111111,The Pas Airport,Manitoba,MB,Canada,The Pas
UQE,58.87194444,-158.47166667,The Queens,Alaska,AK,United States,Queens
PVD,41.72222222,-71.42777778,Theodore Francis Green State,Rhode Island,RI,United States,Providence
CA3,46.05222222,-71.2575,Thetford Mines Airport,Quebec,QC,Canada,Thetford Mines
TVF,48.06555556,-96.185,Thief River Falls Regional,Minnesota,MN,United States,Thief River Falls
ALX,32.91472222,-85.96305556,Thomas C. Russell Field,Alabama,AL,United States,Alexander City
OPN,32.955,-84.26416667,Thomaston Upson County,Georgia,GA,United States,Thomaston
TVI,30.90194444,-83.88111111,Thomasville Regional,Georgia,GA,United States,Thomasville
YTH,55.80472222,-97.8625,Thompson Airport,Manitoba,MB,Canada,Thompson
GA5,33.52972222,-82.51694444,Thomson McDuffie County,Georgia,GA,United States,Thomson
KTB,55.68833333,-132.535,Thorne Bay Seaplane Base,Alaska,AK,United States,Thorne Bay
FVR,45.87861111,-111.56916667,Three Forks Airport,Montana,MT,United States,Three Forks
MT2,45.87805556,-111.56944444,Three Forks Airport,Montana,MT,United States,Three Forks
OCI,60.2,-147.81666667,Thumb Bay,Alaska,AK,United States,Oceanic
YQT,48.37194444,-89.32166667,Thunder Bay Airport,Ontario,ON,Canada,Thunder Bay
WQR,58.73416667,-157.00722222,Tibbetts,Alaska,AK,United States,Naknek
N3Y,43.87722222,-73.41305556,Ticonderoga Municipal,New York,NY,United States,Ticonderoga
TLK,59.95555556,-158.48055556,Tikchik Lodge Airport,Alaska,AK,United States,Tikchik Lodge
KTH,59.95555556,-158.48055556,Tikchik Lodge Airport,Alaska,AK,United States,Tikchik Lodge
VWG,45.41833333,-123.81444444,Tillamook,Oregon,OR,United States,Garibaldi
YXR,47.695,-79.84888889,Timiskaming Regional,Ontario,ON,Canada,Earlton
TNC,65.56416667,-167.9225,Tin City LRRS,Alaska,AK,United States,Tin City
TIQ,14.99916667,145.61944444,Tinian International,U.S. Pacific Trust Territories and Possessions,TT,United States,Tinian
TIK,35.41472222,-97.38666667,Tinker AFB,Oklahoma,OK,United States,Oklahoma City
FME,39.08527778,-76.75944444,Tipton,Maryland,MD,United States,Fort Meade
YTP,49.15,-125.4,Tofino Seaplane Base,British Columbia,BC,Canada,Tofino
TOG,59.05361111,-160.39666667,Togiak Airport,Alaska,AK,United States,Togiak
GFB,59.05,-160.28333333,Togiak Fish Airport,Alaska,AK,United States,Togiak Fish
TKJ,63.32944444,-142.95361111,Tok Junction,Alaska,AK,United States,Tok
TKI,55.9375,-133.325,Tokeen Airport,Alaska,AK,United States,Tokeen
OOK,60.54138889,-165.08722222,Toksook Bay,Alaska,AK,United States,Toksook
TOL,41.58694444,-83.80777778,Toledo Express,Ohio,OH,United States,Toledo
AK9,55.73333333,-132.43333333,Tolstoi Bay Airport,Alaska,AK,United States,Tolstoi Bay
TPH,38.06027778,-117.08694444,Tonopah Airport,Nevada,NV,United States,Tonopah
XSD,37.79888889,-116.78083333,Tonopah Test Range,Nevada,NV,United States,Tonopah
FOE,38.95083333,-95.66361111,Topeka Regional,Kansas,KS,United States,Topeka
YTO,43.74416667,-79.38305556,Toronto Metropolitan Area,Ontario,ON,Canada,Toronto
TOR,42.06444444,-104.15277778,Torrington Municipal,Wyoming,WY,United States,Torrington
WQK,46.33111111,-111.4825,Townsend Airport,Montana,MT,United States,Townsend
OQG,57.91138889,-133.40222222,Tracy Arm Airport,Alaska,AK,United States,Tracy Arm
CA7,37.68888889,-121.44166667,Tracy Municipal,California,CA,United States,Tracy
TDW,35.17,-101.82583333,Tradewind,Texas,TX,United States,Amarillo
JZE,60.81555556,-151.79888889,Trading Bay Production,Alaska,AK,United States,Trading Bay
JGQ,29.73666667,-95.45916667,Transco Tower Galleria Heliport,Texas,TX,United States,Houston
SUU,38.26444444,-121.92416667,Travis AFB,California,CA,United States,Fairfield
FPR,27.4975,-80.37277778,Treasure Coast International,Florida,FL,United States,Fort Pierce
YTR,44.11888889,-77.52805556,Trenton Airport,Ontario,ON,Canada,Trenton
TTN,40.27666667,-74.81333333,Trenton Mercer,New Jersey,NJ,United States,Trenton
N87,40.21388889,-74.60166667,Trenton-Robbinsville,New Jersey,NJ,United States,Robbinsville
PSC,46.26472222,-119.11916667,Tri Cities,Washington,WA,United States,Pasco/Kennewick/Richland
TRI,36.47527778,-82.4075,Tri Cities,Tennessee,TN,United States,Bristol/Johnson City/Kingsport
PPF,37.33083333,-95.50611111,Tri City,Kansas,KS,United States,Parsons
LNR,43.21194444,-90.17972222,Tri County Regional,Wisconsin,WI,United States,Lone Rock
SBT,34.0675,-117.27472222,Tri-City,California,CA,United States,San Bernardino
HTS,38.36861111,-82.56027778,Tri-State/Milton J. Ferguson Field,West Virginia,WV,United States,Ashland
A43,57.78083333,-152.39111111,Trident Basin Seaplane Base,Alaska,AK,United States,Kodiak Island
FQD,58.235,-155.10361111,Trident Volcano,Alaska,AK,United States,Katmai National Park
YRQ,46.35166667,-72.68055556,Trois Rivieres Airport,Quebec,QC,Canada,Trois Rivieres
TRH,35.81277778,-117.32694444,Trona Airport,California,CA,United States,Trona
TOI,31.86,-86.01388889,Troy Municipal at N Kenneth Campbell Field,Alabama,AL,United States,Troy
TKF,39.32,-120.13944444,Truckee Tahoe,California,CA,United States,Truckee
TCS,33.23527778,-107.27,Truth Or Consequences Municipal,New Mexico,NM,United States,Truth Or Consequences
DQX,60.07472222,-143.08666667,Tsui River Airport,Alaska,AK,United States,Tsui River
TUS,32.11888889,-110.94444444,Tucson International,Arizona,AZ,United States,Tucson
TCC,35.18277778,-103.60305556,Tucumcari Municipal,New Mexico,NM,United States,Tucumcari
YUB,69.43333333,-133.02638889,Tuktoyaktuk Airport,Northwest Territories,NT,Canada,Tuktoyaktuk
WQD,41.89055556,-121.36055556,Tulelake Municipal,California,CA,United States,Tulelake
THA,35.38,-86.24638889,Tullahoma Regional Airport/William Northern Field,Tennessee,TN,United States,Tullahoma
TUL,36.19833333,-95.88805556,Tulsa International,Oklahoma,OK,United States,Tulsa
TLT,61.08777778,-160.92333333,Tuluksak Airport,Alaska,AK,United States,Tuluksak
UTM,34.685,-90.34777778,Tunica Municipal,Mississippi,MS,United States,Tunica
WTL,60.335,-162.65388889,Tuntutuliak Airport,Alaska,AK,United States,Tuntutuliak
TNK,60.56944444,-165.24638889,Tununak Airport,Alaska,AK,United States,Tununak
TUP,34.26888889,-88.77,Tupelo Regional,Mississippi,MS,United States,Tupelo
MA2,42.59166667,-72.52305556,Turners Falls,Massachusetts,MA,United States,Montague
TCL,33.22055556,-87.61138889,Tuscaloosa Regional,Alabama,AL,United States,Tuscaloosa
HVN,41.26388889,-72.88694444,Tweed New Haven,Connecticut,CT,United States,New Haven
TNP,34.13166667,-115.94583333,Twentynine Palms Airport,California,CA,United States,Twentynine Palms
TWA,59.07444444,-160.275,Twin Hills Airport,Alaska,AK,United States,Twin Hills
OQR,60.65277778,-154.03611111,Twin Lakes Airport,Alaska,AK,United States,Twin Lakes
TWH,33.425,-118.50833333,Two Harbors Airport,California,CA,United States,Two Harbors
TYR,32.35388889,-95.40277778,Tyler Pounds Regional,Texas,TX,United States,Tyler
PAM,30.06916667,-85.575,Tyndall AFB,Florida,FL,United States,Panama City
TYE,61.07666667,-151.13805556,Tyonek Airport,Alaska,AK,United States,Tyonek
AFF,38.97416667,-104.81777778,USAF Academy Airfield,Colorado,CO,United States,Colorado Springs
UGI,57.75,-153.31666667,Uganik Airport,Alaska,AK,United States,Uganik
UGS,57.52333333,-157.39611111,Ugashik Airport,Alaska,AK,United States,Ugashik
UGA,57.50638889,-157.39166667,Ugashik Airport,Alaska,AK,United States,Ugashik
UGB,57.42527778,-157.74,Ugashik Bay,Alaska,AK,United States,Pilot Point
UKI,39.12583333,-123.20083333,Ukiah Municipal,California,CA,United States,Ukiah
YHI,70.76277778,-117.80611111,Ulukhaktok Holman,Northwest Territories,NT,Canada,Holman Island
ULS,37.60388889,-101.37361111,Ulysses Airport,Kansas,KS,United States,Ulysses
UMT,69.37111111,-152.135,Umiat Airport,Alaska,AK,United States,Umiat
UNS,53.22388889,-168.43222222,Umnak Airport,Alaska,AK,United States,Umnak
UNK,63.88861111,-160.79916667,Unalakleet Airport,Alaska,AK,United States,Unalakleet
DUT,53.89888889,-166.545,Unalaska Airport,Alaska,AK,United States,Unalaska
OH4,40.22472222,-83.35166667,Union County,Ohio,OH,United States,Marysville
SCE,40.85,-77.8475,University Park,Pennsylvania,PA,United States,State College
CMI,40.03888889,-88.27777778,University of Illinois/Willard,Illinois,IL,United States,Champaign/Urbana
OUN,35.24555556,-97.47222222,University of Oklahoma/Max Westheimer,Oklahoma,OK,United States,Norman
UOX,34.38444444,-89.53694444,University-Oxford,Mississippi,MS,United States,Oxford
FVY,56.08333333,-131.96666667,Unuk River Airport,Alaska,AK,United States,Unuk River
UPP,20.26527778,-155.86,Upolu,Hawaii,HI,United States,Upolo Point
TN2,36.05694444,-85.53,Upper Cumberland Regional,Tennessee,TN,United States,Sparta
YBE,59.56138889,-108.48138889,Uranium City Airport,Saskatchewan,SK,Canada,Uranium City
USI,63.86666667,-148.78333333,Usi Belli Coal Mine,Alaska,AK,United States,Usibelli
WHR,39.61666667,-106.38388889,Vail/Avon,Colorado,CO,United States,Eagle
YVO,48.05333333,-77.78277778,Val d Or Airport,Quebec,QC,Canada,Val d'Or
VDZ,61.13416667,-146.24472222,Valdez Pioneer Field,Alaska,AK,United States,Valdez
VLD,30.78138889,-83.27611111,Valdosta Regional,Georgia,GA,United States,Valdosta
FL2,27.96083333,-80.55833333,Valkaria Airport,Florida,FL,United States,Valkaria
AZ1,35.65055556,-112.14805556,Valle,Arizona,AZ,United States,Grand Canyon
HRL,26.22722222,-97.65527778,Valley International,Texas,TX,United States,Harlingen/San Benito
A6K,65.04472222,-145.42305556,Van Curlers Sandbar,Alaska,AK,United States,Fairbanks1
VNY,34.20972222,-118.49,Van Nuys Airport,California,CA,United States,Van Nuys
END,36.33972222,-97.91722222,Vance AFB,Oklahoma,OK,United States,Enid
YVR,49.19472222,-123.18388889,Vancouver International,British Columbia,BC,Canada,Vancouver
VBG,34.73722222,-120.58444444,Vandenberg AFB,California,CA,United States,Lompoc
FKL,41.3775,-79.86055556,Venango Regional,Pennsylvania,PA,United States,Franklin/Oil City
VEE,67.00861111,-146.36638889,Venetie Airport,Alaska,AK,United States,Venetie
VNC,27.07166667,-82.44027778,Venice Municipal,Florida,FL,United States,Venice
DNV,40.19972222,-87.59555556,Vermilion Regional,Illinois,IL,United States,Danville
VEL,40.43611111,-109.51138889,Vernal Regional,Utah,UT,United States,Vernal
VRB,27.65555556,-80.41805556,Vero Beach Regional,Florida,FL,United States,Vero Beach
MWA,37.755,-89.01111111,Veterans Airport of Southern Illinois,Illinois,IL,United States,Marion/Herrin
VKS,32.23916667,-90.92805556,Vicksburg Municipal,Mississippi,MS,United States,Vicksburg
YTS,48.57055556,-81.37666667,Victor M Power,Ontario,ON,Canada,Timmins
YWH,48.42277778,-123.3875,Victoria Inner Harbour,British Columbia,BC,Canada,Victoria
YYJ,48.64722222,-123.42583333,Victoria International,British Columbia,BC,Canada,Victoria
VCT,28.8525,-96.91861111,Victoria Regional,Texas,TX,United States,Victoria
VDI,32.19277778,-82.37111111,Vidalia Regional,Georgia,GA,United States,Vidalia
A67,57.84944444,-153.11527778,Viekoda Bay Airport,Alaska,AK,United States,Viekoda Bay
VCB,55.06666667,-133.01666667,View Cove Airport,Alaska,AK,United States,View Cove
A70,57.77416667,-153.54472222,Village Islands Airport,Alaska,AK,United States,Village Islands
BFR,38.84,-86.44527778,Virgil I Grissom Municipal,Indiana,IN,United States,Bedford
BCB,37.20777778,-80.40777778,Virginia Tech/Montgomery Executive,Virginia,VA,United States,Blacksburg
VIS,36.31861111,-119.39277778,Visalia Municipal,California,CA,United States,Visalia
ZXX,46.21861111,-119.21,Vista Field,Washington,WA,United States,Kennewick
FQV,53.81444444,-167.11944444,Volcano Bay Airport,Alaska,AK,United States,Volcano Bay
VOK,43.93916667,-90.25305556,Volk Field,Wisconsin,WI,United States,Camp Douglas
FL3,30.78,-85.59805556,Vosikas,Florida,FL,United States,Chipley
OQI,57.85694444,-157.08666667,Vrems Airport,Alaska,AK,United States,Vrems
DBN,32.56472222,-82.985,W H Bud Barron,Georgia,GA,United States,Dublin
BTL,42.30638889,-85.25,W K Kellogg,Michigan,MI,United States,Battle Creek
YWK,52.92277778,-66.86472222,Wabush Airport,Newfoundland and Labrador,NL,Canada,Wabush
ACT,31.61222222,-97.23027778,Waco Regional,Texas,TX,United States,Waco
MN4,46.45,-95.21083333,Wadena Municipal,Minnesota,MN,United States,Wadena
WKL,19.91361111,-155.86388889,Waikoloa Heliport,Hawaii,HI,United States,Waikoloa Village
MUE,20.00138889,-155.66805556,Waimea-Kohala,Hawaii,HI,United States,Kamuela
AIN,70.63805556,-159.99472222,Wainwright Airport,Alaska,AK,United States,Wainwright
AWK,19.2825,166.63666667,Wake Island Airfield,U.S. Pacific Trust Territories and Possessions,TT,United States,Wake Island
QQS,48.71166667,-123.01833333,Waldronaire,Washington,WA,United States,Eastsound
WA8,48.71166667,-123.01833333,Waldronaire,Washington,WA,United States,Eastsound
WAA,65.6225,-168.095,Wales Airport,Alaska,AK,United States,Wales
AL7,33.90194444,-87.31388889,Walker County Bevill Field,Alabama,AL,United States,Jasper
ALW,46.09527778,-118.28583333,Walla Walla Regional,Washington,WA,United States,Walla Walla
WAL,37.94027778,-75.46638889,Wallops Flight Facility,Virginia,VA,United States,Chincoteague
ARG,36.12472222,-90.925,Walnut Ridge Regional,Arkansas,AR,United States,Walnut Ridge
DWS,28.38361111,-81.55,Walt Disney World,Florida,FL,United States,Orlando
GBR,42.18416667,-73.40333333,Walter J. Koladza,Massachusetts,MA,United States,Great Barrington
WLM,42.3675,-71.23472222,Waltham Hospital Heliport,Massachusetts,MA,United States,Waltham
ZXC,41.84555556,-123.98472222,Ward Field,California,CA,United States,Gasquet
